"subjID"	"prob"	"ambig"	"reward_var"	"reward_fix"	"choice"
6	0.25	0	34	5	1
6	0.25	0	34	5	1
6	0.38	0.25	34	5	1
6	0.13	0.25	65	5	0
6	0.13	0	34	5	1
6	0.38	0.5	5	5	0
6	0.38	0.75	34	5	0
6	0.38	0.25	18	5	1
6	0.13	0.5	9.5	5	0
6	0.13	0.25	5	5	1
6	0.25	0.5	34	5	0
6	0.13	0.25	65	5	1
6	0.25	0	9.5	5	0
6	0.25	0	5	5	0
6	0.25	0	9.5	5	0
6	0.38	0	5	5	1
6	0.38	0.75	18	5	1
6	0.38	0	65	5	1
6	0.38	0.25	9.5	5	0
6	0.25	0	9.5	5	0
6	0.13	0	34	5	1
6	0.25	0	65	5	1
6	0.13	0.5	65	5	0
6	0.25	0.75	5	5	0
6	0.13	0	34	5	1
6	0.38	0.75	34	5	1
6	0.25	0.75	18	5	0
6	0.38	0.5	34	5	1
6	0.13	0	34	5	1
6	0.38	0	34	5	1
6	0.38	0.75	18	5	1
6	0.38	0.25	9.5	5	1
6	0.13	0	9.5	5	0
6	0.25	0	18	5	1
6	0.13	0	34	5	1
6	0.25	0	18	5	1
6	0.13	0	34	5	1
6	0.13	0.5	34	5	0
6	0.25	0	34	5	1
6	0.38	0.75	5	5	0
6	0.13	0	65	5	1
6	0.13	0.25	65	5	1
6	0.13	0.75	65	5	0
6	0.13	0	65	5	1
6	0.38	0	65	5	1
6	0.38	0.25	5	5	0
6	0.25	0.5	34	5	0
6	0.38	0.75	34	5	1
6	0.38	0	18	5	1
6	0.38	0	5	5	0
6	0.25	0.5	9.5	5	0
6	0.38	0.5	5	5	0
6	0.25	0.25	9.5	5	0
6	0.38	0.5	65	5	1
6	0.38	0.5	5	5	0
6	0.25	0	5	5	0
6	0.38	0.5	9.5	5	0
6	0.25	0.25	5	5	0
6	0.38	0.25	5	5	0
6	0.25	0.75	9.5	5	0
6	0.13	0	5	5	0
6	0.13	0.75	9.5	5	0
6	0.25	0.75	34	5	0
6	0.25	0.5	65	5	1
6	0.25	0.75	5	5	0
6	0.13	0.5	5	5	0
6	0.13	0	9.5	5	0
6	0.38	0	9.5	5	1
6	0.25	0.25	34	5	1
6	0.25	0.25	9.5	5	0
6	0.13	0	34	5	1
6	0.13	0	5	5	0
6	0.38	0	65	5	1
6	0.25	0	65	5	1
6	0.25	0	18	5	0
6	0.13	0	65	5	1
6	0.13	0	65	5	1
6	0.25	0	5	5	0
6	0.38	0.75	9.5	5	0
6	0.38	0	9.5	5	1
6	0.25	0	18	5	1
6	0.25	0.25	18	5	0
6	0.25	0	18	5	1
6	0.13	0	34	5	1
6	0.13	0	65	5	1
6	0.25	0	9.5	5	0
6	0.13	0	34	5	1
6	0.38	0	65	5	1
6	0.13	0.25	9.5	5	0
6	0.38	0.75	18	5	0
6	0.25	0.75	18	5	0
6	0.25	0	5	5	0
6	0.25	0	18	5	1
6	0.13	0.25	18	5	0
6	0.38	0.25	9.5	5	1
6	0.13	0	65	5	1
6	0.25	0.5	9.5	5	0
6	0.38	0.75	18	5	1
6	0.25	0	18	5	1
6	0.25	0	18	5	1
6	0.25	0	9.5	5	1
6	0.13	0	5	5	0
6	0.38	0	65	5	1
6	0.25	0.75	9.5	5	0
6	0.25	0.75	5	5	1
6	0.38	0.75	18	5	0
6	0.38	0	5	5	0
6	0.13	0.75	65	5	0
6	0.13	0	9.5	5	0
6	0.38	0.75	5	5	0
6	0.13	0	18	5	0
6	0.13	0	5	5	0
6	0.13	0.5	5	5	0
6	0.25	0	18	5	1
6	0.38	0	65	5	1
6	0.38	0.5	5	5	0
6	0.25	0.75	65	5	0
6	0.38	0.5	5	5	1
6	0.13	0.25	65	5	1
6	0.13	0	34	5	0
6	0.13	0	65	5	1
6	0.13	0	5	5	0
6	0.13	0	9.5	5	0
6	0.13	0	65	5	1
6	0.38	0	34	5	1
6	0.13	0.75	9.5	5	0
6	0.38	0.25	18	5	1
6	0.25	0.25	18	5	0
6	0.25	0.5	18	5	0
6	0.38	0	34	5	1
6	0.13	0	18	5	0
6	0.25	0	5	5	0
6	0.13	0.5	18	5	0
6	0.25	0	34	5	1
6	0.25	0.25	5	5	0
6	0.25	0	9.5	5	0
6	0.13	0.25	18	5	0
6	0.13	0.5	9.5	5	0
6	0.25	0.5	34	5	0
6	0.13	0.25	5	5	0
6	0.25	0.25	18	5	0
6	0.25	0.5	65	5	1
6	0.38	0	18	5	1
6	0.25	0	18	5	1
6	0.13	0	5	5	0
6	0.38	0	9.5	5	1
6	0.25	0	65	5	1
6	0.38	0.75	34	5	1
6	0.13	0.25	18	5	0
6	0.38	0.5	9.5	5	1
6	0.25	0.5	5	5	1
6	0.13	0	9.5	5	0
6	0.13	0	18	5	0
6	0.38	0.75	18	5	1
6	0.38	0	65	5	1
6	0.38	0.25	9.5	5	1
6	0.13	0.5	65	5	0
6	0.13	0.5	18	5	0
6	0.38	0.25	5	5	0
6	0.38	0.75	34	5	1
6	0.25	0.5	18	5	0
6	0.38	0.75	34	5	0
6	0.38	0	34	5	1
6	0.13	0	65	5	1
6	0.38	0	9.5	5	1
6	0.38	0.5	18	5	0
6	0.38	0.75	65	5	1
6	0.25	0	9.5	5	1
6	0.13	0	34	5	1
6	0.25	0.25	5	5	0
6	0.38	0	34	5	1
6	0.38	0	65	5	1
6	0.38	0	9.5	5	0
6	0.13	0.5	65	5	0
6	0.25	0	9.5	5	1
6	0.13	0.75	65	5	0
7	0.13	0.75	65	5	0
7	0.13	0.75	5	5	0
7	0.13	0	5	5	0
7	0.38	0.75	65	5	0
7	0.38	0	65	5	1
7	0.25	0.75	65	5	1
7	0.25	0	9.5	5	0
7	0.13	0.5	18	5	0
7	0.13	0	9.5	5	1
7	0.38	0.75	9.5	5	0
7	0.25	0	9.5	5	0
7	0.38	0	18	5	0
7	0.25	0.25	65	5	0
7	0.38	0	9.5	5	0
7	0.25	0.5	34	5	0
7	0.13	0.5	18	5	0
7	0.38	0.5	18	5	0
7	0.13	0	18	5	0
7	0.38	0.75	65	5	0
7	0.38	0	18	5	0
7	0.13	0	9.5	5	0
7	0.38	0.5	5	5	0
7	0.38	0	5	5	0
7	0.38	0.25	34	5	0
7	0.38	0	65	5	1
7	0.13	0.75	18	5	0
7	0.38	0.5	9.5	5	0
7	0.25	0.5	18	5	0
7	0.38	0	9.5	5	1
7	0.25	0.25	5	5	1
7	0.25	0.25	34	5	1
7	0.38	0.5	65	5	1
7	0.38	0.25	34	5	0
7	0.38	0.25	34	5	1
7	0.25	0	34	5	0
7	0.38	0.75	65	5	0
7	0.13	0.5	65	5	0
7	0.38	0	9.5	5	0
7	0.38	0.75	65	5	0
7	0.38	0	5	5	1
7	0.13	0.25	9.5	5	0
7	0.25	0	9.5	5	0
7	0.25	0	5	5	0
7	0.38	0	65	5	1
7	0.38	0.75	34	5	0
7	0.13	0.5	34	5	0
7	0.13	0.5	18	5	0
7	0.25	0	34	5	1
7	0.13	0.5	5	5	1
7	0.38	0.25	34	5	0
7	0.38	0.5	5	5	0
7	0.13	0	9.5	5	0
7	0.38	0	5	5	0
7	0.13	0.5	9.5	5	0
7	0.13	0.25	5	5	0
7	0.25	0.75	34	5	0
7	0.13	0	5	5	1
7	0.38	0	65	5	1
7	0.25	0.5	65	5	0
7	0.13	0	34	5	1
7	0.25	0.75	9.5	5	0
7	0.13	0.75	34	5	0
7	0.13	0.25	65	5	0
7	0.25	0.25	18	5	0
7	0.38	0.5	5	5	1
7	0.25	0.25	65	5	0
7	0.25	0.75	18	5	0
7	0.25	0.75	18	5	0
7	0.25	0	18	5	0
7	0.25	0	5	5	0
7	0.38	0	9.5	5	0
7	0.13	0	9.5	5	0
7	0.13	0.25	18	5	0
7	0.13	0.5	34	5	0
7	0.13	0	9.5	5	0
7	0.13	0	9.5	5	1
7	0.38	0	9.5	5	0
7	0.25	0	34	5	1
7	0.13	0.75	65	5	0
7	0.38	0.75	34	5	0
7	0.25	0.25	18	5	0
7	0.25	0	5	5	0
7	0.25	0.75	5	5	0
7	0.13	0.75	34	5	0
7	0.13	0.5	18	5	0
7	0.13	0	18	5	0
7	0.25	0	65	5	1
7	0.25	0	65	5	0
7	0.13	0.5	18	5	0
7	0.25	0.75	65	5	0
7	0.25	0	9.5	5	1
7	0.25	0	65	5	1
7	0.25	0	34	5	0
7	0.13	0.75	18	5	0
7	0.13	0.75	9.5	5	0
7	0.13	0.5	18	5	0
7	0.13	0.75	18	5	0
7	0.38	0	65	5	1
7	0.25	0.25	34	5	0
7	0.25	0	5	5	1
7	0.25	0	65	5	0
7	0.25	0	5	5	0
7	0.38	0	18	5	1
7	0.13	0.25	9.5	5	0
7	0.13	0	5	5	0
7	0.25	0.5	65	5	0
7	0.25	0	34	5	0
7	0.13	0.5	9.5	5	0
7	0.25	0	65	5	1
7	0.25	0	9.5	5	0
7	0.25	0	18	5	1
7	0.38	0.5	18	5	0
7	0.38	0	18	5	1
7	0.13	0.75	18	5	0
7	0.25	0	5	5	0
7	0.38	0	9.5	5	1
7	0.38	0.75	34	5	1
7	0.38	0.75	5	5	1
7	0.13	0.5	9.5	5	0
7	0.38	0.25	9.5	5	0
7	0.25	0	5	5	1
7	0.25	0	5	5	0
7	0.38	0	34	5	0
7	0.25	0	18	5	0
7	0.25	0.25	34	5	0
7	0.25	0	65	5	1
7	0.25	0.5	18	5	1
7	0.13	0	9.5	5	0
7	0.13	0.75	34	5	0
7	0.25	0.25	18	5	0
7	0.13	0	65	5	0
7	0.38	0	5	5	1
7	0.25	0	34	5	0
7	0.25	0	9.5	5	1
7	0.38	0.25	9.5	5	0
7	0.38	0	18	5	1
7	0.13	0.25	34	5	0
7	0.38	0	5	5	0
7	0.13	0	34	5	0
7	0.38	0	34	5	1
7	0.38	0	18	5	1
7	0.13	0.25	18	5	0
7	0.13	0.75	65	5	0
7	0.38	0.25	5	5	0
7	0.25	0	34	5	1
7	0.38	0	5	5	0
7	0.13	0	9.5	5	0
7	0.38	0	18	5	1
7	0.25	0	5	5	1
7	0.13	0.5	9.5	5	0
7	0.25	0	34	5	1
7	0.38	0	65	5	1
7	0.38	0.25	9.5	5	0
7	0.13	0	5	5	0
7	0.38	0	18	5	0
7	0.25	0.25	9.5	5	0
7	0.13	0	65	5	1
7	0.13	0.25	9.5	5	0
7	0.38	0	65	5	1
7	0.13	0.25	5	5	0
7	0.38	0.75	18	5	1
7	0.13	0.75	5	5	0
7	0.13	0.5	65	5	0
7	0.13	0	34	5	0
7	0.13	0	5	5	0
7	0.13	0.25	5	5	0
7	0.13	0	5	5	0
7	0.38	0	18	5	0
7	0.38	0	34	5	1
7	0.25	0	34	5	1
7	0.25	0	65	5	1
7	0.13	0.25	5	5	0
7	0.25	0.5	65	5	1
7	0.38	0.5	5	5	0
7	0.25	0	34	5	0
7	0.25	0	65	5	1
7	0.38	0.25	65	5	1
7	0.38	0	9.5	5	0
7	0.38	0	34	5	1
7	0.25	0.5	34	5	1
8	0.25	0.5	34	5	0
8	0.25	0	9.5	5	1
8	0.25	0	65	5	1
8	0.13	0	5	5	0
8	0.38	0	34	5	1
8	0.38	0.25	65	5	1
8	0.25	0.5	9.5	5	0
8	0.38	0.75	5	5	0
8	0.13	0	9.5	5	0
8	0.13	0	18	5	0
8	0.13	0	18	5	0
8	0.13	0.75	34	5	0
8	0.25	0	65	5	1
8	0.13	0.75	34	5	0
8	0.38	0.5	18	5	0
8	0.38	0	18	5	1
8	0.38	0	5	5	0
8	0.38	0	65	5	1
8	0.13	0.75	5	5	0
8	0.38	0.75	18	5	0
8	0.38	0	65	5	1
8	0.38	0.5	9.5	5	1
8	0.25	0.25	9.5	5	0
8	0.38	0.75	65	5	0
8	0.13	0	9.5	5	0
8	0.38	0	34	5	1
8	0.25	0.25	34	5	0
8	0.13	0	5	5	0
8	0.25	0.25	18	5	0
8	0.25	0.5	5	5	0
8	0.13	0.5	34	5	0
8	0.38	0	18	5	1
8	0.38	0	34	5	1
8	0.38	0	34	5	1
8	0.25	0	65	5	1
8	0.25	0	9.5	5	1
8	0.38	0	65	5	1
8	0.38	0	5	5	1
8	0.13	0.75	18	5	0
8	0.25	0	9.5	5	0
8	0.38	0	9.5	5	1
8	0.13	0	65	5	1
8	0.38	0	5	5	1
8	0.38	0	34	5	1
8	0.13	0	18	5	0
8	0.25	0.25	18	5	0
8	0.13	0	5	5	0
8	0.13	0	34	5	1
8	0.13	0	34	5	1
8	0.13	0	9.5	5	0
8	0.13	0.75	5	5	0
8	0.38	0.5	18	5	1
8	0.25	0	9.5	5	1
8	0.13	0.5	5	5	0
8	0.13	0.25	9.5	5	0
8	0.25	0	34	5	1
8	0.25	0	9.5	5	0
8	0.25	0	65	5	1
8	0.38	0.25	34	5	1
8	0.25	0	9.5	5	0
8	0.13	0	9.5	5	0
8	0.13	0	5	5	0
8	0.25	0.5	9.5	5	0
8	0.25	0.25	5	5	0
8	0.38	0.25	9.5	5	1
8	0.38	0.5	34	5	1
8	0.13	0.75	5	5	0
8	0.25	0.5	9.5	5	0
8	0.25	0.5	18	5	0
8	0.13	0	18	5	1
8	0.38	0	18	5	1
8	0.25	0	65	5	1
8	0.38	0.25	65	5	1
8	0.25	0.75	65	5	0
8	0.25	0	9.5	5	0
8	0.38	0	5	5	0
8	0.25	0.5	65	5	0
8	0.38	0	65	5	1
8	0.25	0.25	34	5	1
8	0.25	0	34	5	1
8	0.13	0.5	5	5	0
8	0.38	0	34	5	1
8	0.25	0	34	5	1
8	0.13	0	65	5	1
8	0.25	0.75	9.5	5	0
8	0.25	0	9.5	5	1
8	0.25	0.75	34	5	0
8	0.25	0.5	5	5	0
8	0.25	0	5	5	1
8	0.25	0.5	34	5	0
8	0.25	0	5	5	0
8	0.25	0.75	65	5	0
8	0.25	0	9.5	5	0
8	0.13	0	9.5	5	1
8	0.13	0.25	65	5	1
8	0.25	0.5	18	5	0
8	0.25	0.5	65	5	1
8	0.13	0.75	65	5	0
8	0.38	0.25	65	5	1
8	0.38	0	9.5	5	1
8	0.25	0	18	5	1
8	0.25	0.25	34	5	0
8	0.25	0	65	5	1
8	0.13	0	5	5	1
8	0.38	0.5	5	5	0
8	0.38	0	5	5	0
8	0.13	0.5	34	5	0
8	0.38	0	5	5	0
8	0.38	0.5	34	5	1
8	0.13	0.75	18	5	0
8	0.38	0	34	5	1
8	0.13	0	5	5	0
8	0.13	0	18	5	0
8	0.38	0.25	34	5	1
8	0.13	0	9.5	5	0
8	0.25	0.5	18	5	0
8	0.13	0.75	65	5	0
8	0.38	0.5	9.5	5	0
8	0.38	0.25	65	5	1
8	0.38	0.5	65	5	1
8	0.38	0.25	9.5	5	0
8	0.13	0	5	5	0
8	0.13	0.75	34	5	0
8	0.25	0.25	65	5	1
8	0.25	0.25	18	5	0
8	0.38	0	9.5	5	1
8	0.13	0	18	5	1
8	0.25	0.75	18	5	0
8	0.38	0.75	5	5	0
8	0.38	0.5	34	5	1
8	0.13	0	5	5	0
8	0.13	0	18	5	1
8	0.13	0	65	5	1
8	0.25	0	5	5	0
8	0.13	0.25	18	5	0
8	0.38	0.25	18	5	1
8	0.13	0.25	65	5	0
8	0.13	0.75	5	5	0
8	0.25	0.5	5	5	1
8	0.38	0.75	9.5	5	0
8	0.13	0.5	18	5	0
8	0.38	0	34	5	1
8	0.38	0	5	5	0
8	0.38	0	5	5	0
8	0.25	0	34	5	1
8	0.13	0.25	34	5	0
8	0.13	0.75	18	5	0
8	0.13	0	65	5	1
8	0.25	0	34	5	1
8	0.13	0.75	34	5	0
8	0.38	0.25	18	5	1
8	0.13	0.75	5	5	0
8	0.25	0.5	18	5	0
8	0.38	0	65	5	1
8	0.13	0	34	5	0
8	0.25	0	9.5	5	0
8	0.25	0	34	5	1
8	0.25	0	5	5	0
8	0.38	0.25	65	5	1
8	0.13	0.75	18	5	0
8	0.25	0.25	65	5	1
8	0.13	0.25	18	5	0
8	0.25	0	9.5	5	0
8	0.38	0.5	9.5	5	0
8	0.38	0	5	5	0
8	0.13	0.75	18	5	0
8	0.13	0.75	18	5	0
8	0.38	0	65	5	1
8	0.13	0.25	34	5	0
8	0.38	0.75	9.5	5	0
8	0.25	0	18	5	1
8	0.25	0.25	65	5	1
8	0.13	0	18	5	0
8	0.38	0.25	65	5	1
8	0.38	0	9.5	5	0
8	0.13	0	65	5	1
8	0.13	0.5	9.5	5	0
8	0.38	0	5	5	0
8	0.25	0.75	9.5	5	0
8	0.38	0.75	18	5	0
9	0.38	0	34	5	1
9	0.13	0.25	9.5	5	0
9	0.38	0	5	5	0
9	0.25	0.75	5	5	0
9	0.38	0	18	5	1
9	0.38	0.75	34	5	0
9	0.13	0	34	5	0
9	0.13	0	65	5	1
9	0.38	0.25	9.5	5	0
9	0.25	0	65	5	1
9	0.25	0	18	5	1
9	0.38	0	34	5	1
9	0.13	0	34	5	0
9	0.13	0.5	5	5	0
9	0.25	0	5	5	0
9	0.38	0.5	5	5	0
9	0.25	0.25	18	5	1
9	0.38	0.25	5	5	0
9	0.38	0.75	5	5	0
9	0.25	0.75	5	5	0
9	0.13	0	65	5	1
9	0.25	0	34	5	0
9	0.13	0	18	5	1
9	0.25	0.75	18	5	0
9	0.13	0.75	5	5	0
9	0.25	0.25	34	5	1
9	0.38	0.5	9.5	5	0
9	0.25	0.25	5	5	0
9	0.13	0	18	5	0
9	0.38	0.25	34	5	1
9	0.13	0.75	34	5	0
9	0.13	0	5	5	0
9	0.38	0	18	5	0
9	0.38	0	5	5	0
9	0.25	0.25	9.5	5	0
9	0.38	0.5	18	5	1
9	0.38	0	34	5	1
9	0.25	0.75	5	5	0
9	0.13	0.75	18	5	0
9	0.25	0.25	34	5	1
9	0.38	0	9.5	5	1
9	0.25	0.75	9.5	5	0
9	0.38	0.5	65	5	1
9	0.38	0	5	5	0
9	0.25	0.25	18	5	0
9	0.38	0	9.5	5	1
9	0.13	0	9.5	5	0
9	0.25	0.25	5	5	0
9	0.38	0.5	65	5	0
9	0.13	0	18	5	0
9	0.25	0.25	18	5	0
9	0.38	0	18	5	1
9	0.25	0.75	65	5	0
9	0.13	0	9.5	5	0
9	0.13	0	65	5	1
9	0.38	0	65	5	1
9	0.25	0	65	5	1
9	0.38	0	65	5	1
9	0.25	0	18	5	1
9	0.38	0.75	9.5	5	0
9	0.25	0.25	34	5	0
9	0.38	0	65	5	1
9	0.13	0.5	5	5	0
9	0.25	0	18	5	0
9	0.38	0	5	5	0
9	0.13	0.25	18	5	0
9	0.25	0	9.5	5	1
9	0.13	0	18	5	0
9	0.13	0	18	5	0
9	0.25	0.75	34	5	0
9	0.38	0.75	9.5	5	0
9	0.25	0	18	5	1
9	0.38	0	65	5	1
9	0.25	0	65	5	1
9	0.13	0	18	5	0
9	0.25	0	18	5	0
9	0.25	0.25	65	5	0
9	0.13	0	9.5	5	0
9	0.13	0	18	5	0
9	0.13	0.75	5	5	0
9	0.25	0.5	9.5	5	0
9	0.13	0.25	5	5	0
9	0.38	0	65	5	1
9	0.38	0	34	5	1
9	0.13	0	18	5	0
9	0.38	0.5	5	5	0
9	0.13	0.25	9.5	5	0
9	0.25	0.75	5	5	0
9	0.13	0.25	65	5	0
9	0.38	0	9.5	5	0
9	0.38	0.5	65	5	1
9	0.13	0	5	5	0
9	0.25	0	5	5	0
9	0.13	0	65	5	1
9	0.13	0	34	5	0
9	0.13	0	5	5	0
9	0.38	0.5	18	5	0
9	0.25	0.5	9.5	5	0
9	0.13	0.25	9.5	5	0
9	0.13	0.5	9.5	5	0
9	0.38	0	5	5	1
9	0.25	0.5	9.5	5	1
9	0.38	0.5	65	5	0
9	0.38	0	18	5	1
9	0.13	0.75	5	5	0
9	0.25	0.5	65	5	0
9	0.38	0.5	18	5	0
9	0.13	0.5	65	5	0
9	0.25	0.25	5	5	0
9	0.13	0.5	34	5	0
9	0.38	0	65	5	1
9	0.13	0	34	5	1
9	0.38	0	34	5	1
9	0.25	0	34	5	1
9	0.38	0	18	5	1
9	0.25	0	34	5	0
9	0.25	0	18	5	0
9	0.13	0.25	65	5	1
9	0.13	0	65	5	1
9	0.38	0	34	5	1
9	0.25	0	65	5	1
9	0.38	0.75	34	5	0
9	0.25	0.75	9.5	5	0
9	0.38	0.25	9.5	5	0
9	0.38	0.5	34	5	1
9	0.13	0.5	18	5	0
9	0.25	0	65	5	1
9	0.25	0.75	34	5	0
9	0.38	0.25	9.5	5	0
9	0.13	0	65	5	0
9	0.25	0.25	5	5	0
9	0.25	0	65	5	1
9	0.13	0.75	9.5	5	0
9	0.13	0	18	5	0
9	0.38	0.5	9.5	5	0
9	0.13	0.75	34	5	0
9	0.25	0	34	5	1
9	0.25	0	9.5	5	1
9	0.38	0	5	5	0
9	0.38	0	18	5	1
9	0.25	0	5	5	0
9	0.38	0.5	65	5	1
9	0.38	0.5	18	5	0
9	0.38	0.25	34	5	0
9	0.13	0	65	5	0
9	0.13	0.75	9.5	5	0
9	0.25	0.25	34	5	0
9	0.38	0	5	5	0
9	0.13	0	5	5	1
9	0.13	0	65	5	0
9	0.25	0.25	9.5	5	0
9	0.25	0.75	34	5	0
9	0.38	0.5	34	5	0
9	0.13	0.25	34	5	0
9	0.38	0.25	5	5	0
9	0.13	0.75	65	5	0
9	0.38	0	65	5	1
9	0.38	0	65	5	1
9	0.13	0.5	9.5	5	0
9	0.25	0	34	5	0
9	0.38	0	65	5	1
9	0.13	0.75	9.5	5	0
9	0.13	0	5	5	0
9	0.25	0.75	5	5	0
9	0.25	0	9.5	5	1
9	0.13	0	34	5	0
9	0.13	0	18	5	1
9	0.25	0.5	9.5	5	0
9	0.38	0	9.5	5	0
9	0.13	0	9.5	5	0
9	0.25	0.5	9.5	5	0
9	0.25	0	18	5	0
9	0.25	0.75	34	5	0
9	0.25	0.75	34	5	0
9	0.13	0	34	5	0
9	0.25	0.25	9.5	5	0
9	0.38	0.75	18	5	0
9	0.25	0	5	5	1
9	0.13	0.5	65	5	0
9	0.13	0.5	18	5	0
10	0.38	0.5	65	5	1
10	0.25	0	34	5	1
10	0.38	0.5	34	5	1
10	0.25	0	9.5	5	0
10	0.38	0	18	5	1
10	0.38	0.75	9.5	5	0
10	0.25	0.5	34	5	0
10	0.38	0.75	5	5	0
10	0.38	0.5	9.5	5	0
10	0.25	0	9.5	5	0
10	0.13	0	5	5	0
10	0.13	0	5	5	0
10	0.38	0	5	5	0
10	0.25	0.5	9.5	5	0
10	0.38	0	9.5	5	1
10	0.25	0.25	9.5	5	0
10	0.13	0.75	5	5	0
10	0.13	0	34	5	0
10	0.38	0.75	65	5	1
10	0.13	0.5	65	5	0
10	0.25	0.5	65	5	0
10	0.13	0.75	9.5	5	0
10	0.38	0	34	5	1
10	0.13	0	34	5	0
10	0.13	0	5	5	1
10	0.38	0.75	65	5	0
10	0.25	0.75	5	5	0
10	0.25	0.5	34	5	0
10	0.38	0	5	5	0
10	0.38	0	18	5	0
10	0.25	0.75	5	5	0
10	0.38	0	5	5	1
10	0.13	0	9.5	5	0
10	0.38	0	34	5	1
10	0.13	0	65	5	0
10	0.13	0.25	18	5	0
10	0.13	0	34	5	0
10	0.13	0.5	18	5	0
10	0.25	0.75	34	5	0
10	0.13	0	9.5	5	1
10	0.13	0	34	5	0
10	0.38	0.25	9.5	5	0
10	0.25	0.75	5	5	0
10	0.25	0	5	5	0
10	0.25	0	5	5	0
10	0.25	0	9.5	5	0
10	0.25	0	18	5	1
10	0.13	0.75	9.5	5	0
10	0.38	0	65	5	1
10	0.38	0.75	18	5	0
10	0.38	0.25	18	5	0
10	0.25	0	9.5	5	0
10	0.25	0	65	5	1
10	0.38	0	9.5	5	0
10	0.25	0.25	18	5	1
10	0.38	0	18	5	0
10	0.25	0.5	34	5	0
10	0.25	0.25	65	5	0
10	0.38	0.25	9.5	5	0
10	0.38	0	18	5	1
10	0.13	0.25	65	5	0
10	0.25	0.25	18	5	0
10	0.38	0.25	18	5	0
10	0.13	0.25	65	5	0
10	0.13	0	5	5	0
10	0.25	0	65	5	1
10	0.13	0	34	5	0
10	0.25	0.25	18	5	0
10	0.13	0	5	5	0
10	0.38	0	18	5	1
10	0.38	0	9.5	5	1
10	0.13	0	18	5	0
10	0.38	0.5	18	5	1
10	0.25	0.75	18	5	0
10	0.25	0.5	34	5	0
10	0.13	0	18	5	1
10	0.13	0	9.5	5	0
10	0.38	0.75	65	5	0
10	0.38	0.25	34	5	1
10	0.38	0.75	5	5	0
10	0.25	0.5	9.5	5	0
10	0.38	0	34	5	1
10	0.13	0	34	5	0
10	0.13	0	18	5	0
10	0.38	0	18	5	1
10	0.25	0.5	9.5	5	0
10	0.13	0	65	5	1
10	0.13	0.75	65	5	0
10	0.13	0	9.5	5	0
10	0.25	0.25	34	5	0
10	0.25	0.5	34	5	1
10	0.38	0.5	9.5	5	0
10	0.13	0.5	5	5	0
10	0.13	0.5	34	5	0
10	0.25	0	5	5	0
10	0.25	0.25	65	5	1
10	0.38	0.75	9.5	5	0
10	0.13	0	18	5	0
10	0.13	0	9.5	5	0
10	0.13	0.25	65	5	0
10	0.38	0.25	9.5	5	0
10	0.13	0	65	5	1
10	0.38	0	9.5	5	1
10	0.25	0.5	34	5	0
10	0.38	0	34	5	1
10	0.25	0	18	5	1
10	0.13	0.75	9.5	5	0
10	0.13	0	18	5	1
10	0.25	0.75	18	5	0
10	0.25	0	34	5	1
10	0.13	0	9.5	5	0
10	0.13	0	5	5	0
10	0.38	0	5	5	0
10	0.13	0	18	5	0
10	0.13	0.25	18	5	0
10	0.13	0	18	5	1
10	0.25	0	5	5	0
10	0.13	0.75	65	5	0
10	0.38	0.5	65	5	1
10	0.13	0.25	65	5	0
10	0.25	0	9.5	5	0
10	0.25	0.5	9.5	5	0
10	0.38	0	65	5	1
10	0.38	0	34	5	1
10	0.38	0.75	18	5	0
10	0.13	0	9.5	5	0
10	0.38	0	9.5	5	0
10	0.13	0.25	9.5	5	0
10	0.25	0.75	5	5	0
10	0.25	0.75	18	5	0
10	0.25	0.25	9.5	5	0
10	0.25	0.75	5	5	0
10	0.38	0	9.5	5	0
10	0.38	0.25	5	5	0
10	0.25	0	65	5	0
10	0.13	0	65	5	1
10	0.25	0	65	5	1
10	0.13	0	65	5	1
10	0.38	0	65	5	1
10	0.25	0.25	34	5	0
10	0.13	0	18	5	0
10	0.38	0	65	5	1
10	0.38	0.25	18	5	1
10	0.25	0	5	5	0
10	0.38	0.25	34	5	1
10	0.38	0	65	5	1
10	0.13	0.75	5	5	0
10	0.38	0.25	65	5	1
10	0.13	0.75	34	5	0
10	0.13	0	9.5	5	0
10	0.13	0	65	5	1
10	0.25	0	65	5	1
10	0.38	0.5	5	5	0
10	0.25	0.25	18	5	0
10	0.25	0.25	34	5	0
10	0.25	0	34	5	0
10	0.13	0	5	5	0
10	0.25	0.25	34	5	0
10	0.25	0.25	65	5	1
10	0.25	0	5	5	0
10	0.25	0.5	18	5	1
10	0.13	0.75	5	5	0
10	0.38	0	65	5	1
10	0.25	0.75	34	5	0
10	0.25	0	65	5	1
10	0.13	0.75	65	5	0
10	0.25	0.5	18	5	0
10	0.38	0	34	5	1
10	0.38	0.75	5	5	0
10	0.13	0	34	5	0
10	0.38	0.5	34	5	1
10	0.25	0.5	34	5	0
10	0.13	0.5	5	5	0
10	0.13	0.5	5	5	0
10	0.38	0	18	5	1
10	0.38	0	5	5	1
10	0.25	0	18	5	0
10	0.13	0.5	5	5	0
10	0.38	0.5	34	5	1
10	0.38	0	5	5	1
11	0.13	0	9.5	5	0
11	0.13	0	9.5	5	0
11	0.38	0	65	5	1
11	0.38	0.25	18	5	1
11	0.38	0.5	9.5	5	0
11	0.38	0.5	18	5	0
11	0.25	0.25	5	5	0
11	0.38	0.5	5	5	0
11	0.25	0.75	5	5	0
11	0.25	0	34	5	1
